engine_capacity_cc,fuel_category,owner_count,car_brand,transmission_type,exterior_color,fuel_efficiency_kmpl
5000,Diesel,4,Hyundai,Automatic,Black,18.05215043
2500,Petrol,3,Kia,Automatic,Red,26.8843813
3000,Electric,1,Volkswagen,Automatic,White,20.01379441
1000,Diesel,1,Volkswagen,Automatic,Silver,27.34535333
800,Diesel,2,Kia,Manual,Blue,16.48517743
3000,Electric,2,Honda,Manual,Silver,18.41020309
800,Electric,4,Chevrolet,Manual,White,11.25803896
2000,Electric,2,Chevrolet,Automatic,Blue,22.51927648
1800,Diesel,1,Hyundai,Manual,Red,14.92530884
1800,Electric,4,Volkswagen,Automatic,Silver,19.46368917
1500,Diesel,2,Honda,Manual,Blue,19.30454834
4000,Diesel,1,Tesla,Automatic,Black,21.94385546
1500,Diesel,2,Volkswagen,Automatic,White,20.85363865
1500,Electric,5,Nissan,Manual,Silver,10.26324245
4000,Electric,5,BMW,Automatic,Silver,16.78957102
5000,Petrol,1,Volkswagen,Manual,Black,23.75542616
1200,Petrol,1,Ford,Manual,White,12.22045567
4000,Petrol,3,Toyota,Automatic,White,17.52556571
2500,Electric,1,Tesla,Automatic,Silver,19.71732818
3000,Electric,2,Tesla,Manual,Black,14.26385352
1500,Electric,3,Toyota,Automatic,Gray,8.292773193
4000,Petrol,1,Nissan,Automatic,Blue,22.08054556
1800,Petrol,3,Ford,Automatic,Black,27.17455205
800,Electric,4,Tesla,Manual,Blue,26.52640531
4000,Petrol,5,Chevrolet,Automatic,White,19.10817573
1200,Petrol,3,Nissan,Manual,Black,17.55263353
5000,Electric,2,Nissan,Manual,White,20.30350533
2000,Diesel,1,Honda,Manual,Blue,12.72647329
5000,Electric,5,Ford,Automatic,Red,12.62265407
800,Petrol,4,BMW,Automatic,Blue,16.61175188
1800,Diesel,2,Hyundai,Automatic,White,14.82483844
1200,Diesel,3,Volkswagen,Automatic,Black,13.95639515
800,Diesel,3,Tesla,Manual,Gray,27.42542099
5000,Petrol,2,Nissan,Manual,Black,17.42664609
1200,Diesel,5,Kia,Automatic,White,21.53962605
1800,Electric,1,BMW,Manual,Blue,25.63175528
1000,Diesel,3,BMW,Manual,White,22.10942613
1000,Petrol,1,BMW,Automatic,Black,21.11204275
1000,Petrol,2,Nissan,Manual,Red,19.15940224
5000,Petrol,1,Chevrolet,Manual,Gray,18.83520812
5000,Electric,1,Hyundai,Manual,Gray,14.24869438
1200,Electric,1,Nissan,Manual,Blue,15.82670409
800,Diesel,5,Honda,Automatic,Black,28.84891356
3000,Diesel,3,Chevrolet,Automatic,Silver,21.3309486
1500,Diesel,3,Toyota,Automatic,Red,23.14313966
1000,Petrol,3,Chevrolet,Automatic,Black,12.62857989
800,Electric,4,Tesla,Automatic,Silver,15.47283058
800,Petrol,1,Tesla,Manual,Red,15.67712319
800,Electric,4,Volkswagen,Manual,Black,14.24080564
1500,Petrol,2,Hyundai,Manual,Gray,18.50974148
2000,Electric,1,Chevrolet,Automatic,Gray,22.68848941
1800,Petrol,1,Hyundai,Automatic,White,20.4583533
3000,Diesel,1,Ford,Manual,Red,5.677404495
5000,Electric,2,Kia,Automatic,Black,23.57882824
2000,Diesel,5,Toyota,Manual,Red,26.53383473
1200,Diesel,5,Hyundai,Automatic,Blue,22.30724323
5000,Diesel,1,BMW,Manual,Black,32.62165025
2000,Petrol,4,Nissan,Manual,Black,27.32244386
1500,Petrol,3,Toyota,Manual,Blue,17.45819455
2000,Petrol,4,Honda,Automatic,White,22.08060235
1200,Petrol,2,BMW,Automatic,Black,24.60976766
1000,Petrol,1,Tesla,Manual,Silver,11.71247736
5000,Diesel,5,Toyota,Automatic,Gray,19.13711724
3000,Diesel,4,Chevrolet,Automatic,Blue,12.72310019
1200,Diesel,1,Honda,Automatic,Blue,15.32036764
1800,Electric,1,Ford,Automatic,Gray,11.07138567
2500,Petrol,3,Toyota,Automatic,Red,20.56065971
1500,Electric,3,Chevrolet,Manual,Gray,18.07831824
1200,Diesel,4,Nissan,Manual,Silver,5.62975404
4000,Petrol,5,Chevrolet,Automatic,Gray,17.67805391
3000,Diesel,2,Chevrolet,Manual,White,13.08626215
2500,Electric,4,Ford,Automatic,Black,15.42303077
3000,Petrol,3,BMW,Manual,Silver,13.83649342
2500,Petrol,3,Toyota,Automatic,White,16.30202098
2500,Electric,3,Ford,Manual,Red,24.71882607
1500,Electric,3,Volkswagen,Manual,Blue,14.30613977
5000,Diesel,1,Kia,Automatic,Red,16.80343537
1000,Electric,2,Hyundai,Automatic,Gray,25.36081093
1000,Diesel,5,Kia,Manual,Silver,14.61650627
1000,Petrol,1,Chevrolet,Automatic,Blue,11.79472685
2500,Petrol,1,Toyota,Manual,Silver,9.276971909
3000,Petrol,1,Nissan,Automatic,Blue,20.35096468
1200,Petrol,5,Tesla,Automatic,Black,15.79693586
1500,Electric,1,Chevrolet,Manual,Silver,15.02702377
1000,Diesel,4,Nissan,Automatic,White,20.80176887
1200,Petrol,3,Ford,Manual,Silver,24.50070199
3000,Diesel,1,Nissan,Automatic,Gray,19.99986593
1000,Electric,1,Hyundai,Automatic,Red,24.77367117
3000,Diesel,3,Chevrolet,Automatic,Red,17.06115432
1200,Electric,4,Chevrolet,Manual,Gray,14.20154286
800,Petrol,5,Toyota,Manual,Blue,17.78476121
3000,Petrol,4,Hyundai,Manual,Gray,23.18156383
1200,Diesel,2,Volkswagen,Automatic,White,21.36924485
1200,Petrol,4,Tesla,Manual,Silver,15.86829884
1800,Petrol,2,Chevrolet,Manual,Black,16.27312491
2000,Electric,4,Honda,Automatic,Gray,11.24150743
800,Diesel,5,Honda,Automatic,Silver,17.80414468
1500,Petrol,3,Kia,Automatic,Blue,15.93420542
1500,Petrol,4,Kia,Automatic,White,17.04333041
5000,Petrol,4,Nissan,Manual,Red,21.17779466
2000,Electric,1,BMW,Automatic,Blue,20.70867219
5000,Diesel,5,Volkswagen,Manual,Red,15.63610905
4000,Diesel,5,Chevrolet,Automatic,Red,25.40840396
1800,Electric,5,Honda,Automatic,Silver,13.16979042
1500,Electric,2,BMW,Manual,Blue,18.7851953
2500,Diesel,4,Kia,Manual,White,16.96866757
4000,Electric,5,Kia,Automatic,White,11.08119061
1800,Electric,1,Honda,Manual,Silver,16.00934007
1500,Diesel,2,Volkswagen,Automatic,Silver,10.37433969
2000,Petrol,1,Kia,Manual,Silver,15.97615674
1200,Electric,5,Nissan,Automatic,Silver,16.33688782
3000,Petrol,2,Ford,Automatic,White,18.8172029
1200,Diesel,5,Nissan,Automatic,Black,24.53204447
1500,Petrol,3,Ford,Automatic,Blue,16.18601184
2000,Electric,5,Toyota,Automatic,Blue,19.75701816
1200,Petrol,2,Hyundai,Automatic,Blue,17.57405261
1000,Petrol,1,Toyota,Automatic,Blue,18.48762341
1800,Electric,5,Kia,Manual,Silver,10.38020146
1800,Diesel,2,Ford,Manual,White,26.68404219
1800,Diesel,5,Volkswagen,Automatic,Gray,26.12771509
1800,Petrol,4,Kia,Automatic,Blue,29.83069923
1800,Electric,4,Nissan,Automatic,White,10.78753295
1200,Electric,2,Chevrolet,Manual,Black,19.73148555
5000,Electric,4,Kia,Automatic,Silver,18.69280876
2000,Electric,5,Chevrolet,Automatic,Red,13.31183757
3000,Electric,2,Tesla,Manual,White,12.79520124
3000,Electric,2,Kia,Automatic,Black,17.28797399
5000,Diesel,4,Tesla,Automatic,Black,15.28494501
3000,Petrol,2,Ford,Manual,Black,17.42844279
1200,Petrol,2,Volkswagen,Automatic,Silver,25.96095968
2000,Diesel,4,Kia,Manual,Blue,19.77433517
5000,Diesel,2,Kia,Automatic,Gray,11.91137452
1800,Petrol,3,Chevrolet,Manual,Red,11.8854221
2500,Petrol,3,Hyundai,Automatic,Black,17.11081479
4000,Electric,5,Nissan,Manual,White,14.90201294
2000,Electric,3,Nissan,Manual,Gray,17.24352077
5000,Electric,2,BMW,Automatic,Red,17.43573493
1500,Electric,2,Tesla,Automatic,Silver,22.32511216
1000,Petrol,1,Chevrolet,Manual,White,20.33289882
1000,Electric,1,Kia,Automatic,White,17.86468698
5000,Diesel,2,Chevrolet,Automatic,Red,22.52426385
3000,Diesel,3,BMW,Manual,Blue,27.63244519
1200,Petrol,3,Honda,Manual,Black,22.34474349
1200,Diesel,5,Kia,Automatic,White,8.612129475
800,Petrol,5,Nissan,Manual,Red,16.64616167
2500,Electric,2,Nissan,Manual,Gray,19.91336039
1500,Electric,2,Hyundai,Manual,Silver,21.72831763
2500,Diesel,1,Nissan,Manual,Red,22.46663077
2000,Petrol,3,Volkswagen,Manual,Black,13.51826709
1500,Petrol,3,Tesla,Manual,Silver,19.87060671
1200,Diesel,2,BMW,Automatic,Gray,22.19351175
2500,Diesel,4,Kia,Manual,Red,14.93038091
1800,Electric,5,Hyundai,Manual,Black,9.95971773
4000,Electric,1,Nissan,Manual,Gray,14.18520411
5000,Petrol,4,Hyundai,Automatic,White,15.2152705
2000,Diesel,4,Honda,Manual,Silver,16.18725319
4000,Diesel,1,Nissan,Automatic,Gray,18.87810245
2000,Diesel,5,Chevrolet,Manual,Gray,14.7993929
800,Electric,2,BMW,Automatic,Black,10.30625591
3000,Electric,3,Volkswagen,Automatic,Red,19.51227088
1500,Diesel,3,Honda,Manual,Red,15.78379915
5000,Electric,1,Toyota,Automatic,Red,21.37739268
1000,Electric,1,Ford,Manual,Blue,15.10300829
1200,Petrol,3,Honda,Automatic,Red,21.47675047
1800,Petrol,2,Hyundai,Automatic,Red,18.40651278
1500,Electric,2,Honda,Automatic,Silver,20.31495618
1200,Diesel,5,Toyota,Automatic,Blue,22.41199135
800,Petrol,5,BMW,Manual,Silver,17.89597508
1200,Diesel,1,Hyundai,Manual,Red,19.73510609
4000,Electric,1,Volkswagen,Automatic,Gray,17.53986025
2000,Petrol,3,Hyundai,Manual,Black,22.3898322
1200,Petrol,3,Chevrolet,Automatic,Silver,22.8179155
4000,Petrol,1,Ford,Automatic,Red,17.05487573
2500,Electric,4,Toyota,Manual,Black,8.482747912
800,Diesel,3,BMW,Automatic,White,22.87808704
1800,Diesel,3,BMW,Manual,Black,27.33044151
5000,Diesel,5,BMW,Automatic,Black,24.56134941
2000,Petrol,4,Volkswagen,Automatic,Gray,8.387537173
1500,Electric,5,Toyota,Manual,Gray,19.13794981
2000,Electric,1,Toyota,Manual,White,20.58409131
1800,Electric,1,Toyota,Manual,Silver,23.81290292
1800,Diesel,5,Tesla,Manual,Blue,22.38363271
3000,Petrol,4,Ford,Manual,Red,28.10913879
3000,Electric,2,Chevrolet,Manual,Silver,20.43669293
1200,Petrol,2,Toyota,Manual,White,28.75134668
1000,Diesel,1,Hyundai,Automatic,Black,15.14837355
800,Diesel,1,BMW,Manual,Black,16.45673041
1800,Diesel,1,BMW,Manual,Black,10.84752011
5000,Electric,5,Honda,Manual,Blue,21.14024605
1500,Electric,2,Honda,Automatic,Black,21.18996436
5000,Diesel,4,Tesla,Automatic,Silver,6.621684264
4000,Diesel,1,Volkswagen,Manual,Gray,12.82457189
3000,Petrol,4,Tesla,Automatic,Silver,20.73599936
1200,Petrol,3,Volkswagen,Automatic,Gray,16.20961181
1500,Electric,3,Honda,Automatic,Gray,18.97685844
1800,Petrol,2,Ford,Manual,Blue,20.54531211
1800,Diesel,4,BMW,Automatic,Gray,17.66689599
3000,Diesel,5,Honda,Manual,Silver,16.71882565
3000,Petrol,5,Kia,Manual,White,20.45531109
1200,Petrol,5,Toyota,Manual,Silver,23.77258862
1500,Electric,5,Chevrolet,Automatic,White,15.77657766
1000,Electric,4,Tesla,Manual,Gray,17.93978359
2000,Electric,5,Hyundai,Manual,Silver,15.76153502
2500,Electric,2,Nissan,Automatic,White,19.65344117
3000,Diesel,4,Toyota,Manual,Black,13.56036089
2000,Petrol,5,BMW,Automatic,Blue,17.28518766
1200,Diesel,2,Tesla,Automatic,Silver,17.48500679
2500,Diesel,4,Nissan,Manual,Silver,9.74518232
3000,Diesel,5,BMW,Automatic,Gray,10.13537616
3000,Petrol,3,Hyundai,Automatic,White,16.75646393
2500,Petrol,3,Volkswagen,Automatic,White,22.5288593
5000,Diesel,3,Honda,Manual,Gray,8.485061604
3000,Petrol,5,Volkswagen,Automatic,White,14.67680105
1500,Electric,2,Volkswagen,Automatic,Gray,16.84455786
4000,Electric,4,Ford,Manual,Black,16.35331787
1800,Electric,1,Kia,Automatic,Black,20.84340188
1200,Diesel,2,BMW,Automatic,Silver,9.65158752
4000,Petrol,2,Nissan,Automatic,White,16.92586725
2500,Petrol,1,BMW,Manual,Black,18.59646958
1200,Petrol,2,Chevrolet,Automatic,Blue,21.0753576
1200,Diesel,3,Honda,Automatic,Gray,22.47838465
800,Diesel,5,Nissan,Manual,Red,21.63342686
4000,Diesel,3,Volkswagen,Manual,Red,14.586022
2500,Diesel,2,Honda,Manual,Red,19.58422109
1200,Diesel,2,Chevrolet,Manual,Silver,29.97317987
2500,Electric,2,Toyota,Automatic,Silver,18.30624332
3000,Petrol,5,Ford,Manual,Gray,21.3501774
1000,Petrol,5,Kia,Manual,Gray,14.96177997
1200,Electric,1,Honda,Manual,Red,15.1214879
2500,Petrol,2,BMW,Manual,White,15.58210096
4000,Petrol,3,Hyundai,Automatic,Blue,17.50446296
1800,Diesel,1,Volkswagen,Manual,Black,22.01793516
1800,Diesel,4,Toyota,Automatic,Red,24.74675428
4000,Petrol,4,Toyota,Manual,Black,17.49852003
1500,Petrol,4,Tesla,Automatic,Red,12.88559939
4000,Electric,4,Chevrolet,Manual,Red,23.22455264
1800,Diesel,5,BMW,Automatic,White,17.71619485
800,Electric,3,Nissan,Manual,Red,29.16146405
3000,Petrol,3,BMW,Manual,Red,12.54047677
5000,Electric,2,Kia,Manual,Black,23.78605273
5000,Petrol,3,BMW,Automatic,Gray,15.41175313
5000,Electric,1,Nissan,Manual,Black,17.92455188
1000,Petrol,1,Hyundai,Automatic,Red,9.134942102
2500,Diesel,5,Chevrolet,Manual,White,13.58467989
2000,Petrol,4,Honda,Automatic,Black,22.74485666
1000,Petrol,1,Volkswagen,Manual,White,14.75249389
800,Electric,3,Volkswagen,Automatic,Silver,19.6964258
1000,Diesel,5,Volkswagen,Automatic,Black,13.33653972
1200,Diesel,1,Toyota,Automatic,Gray,17.19259198
1200,Diesel,5,Kia,Manual,Blue,12.94521913
1200,Electric,1,Nissan,Manual,Blue,15.86036031
1800,Diesel,3,Toyota,Manual,White,13.96878492
3000,Electric,2,Tesla,Automatic,Red,15.61982368
1200,Petrol,5,Chevrolet,Manual,Blue,18.2346108
3000,Electric,4,Toyota,Manual,White,17.20141488
800,Petrol,5,Honda,Manual,Red,23.10419967
4000,Diesel,2,Ford,Manual,Gray,28.00890657
1000,Diesel,2,Kia,Automatic,Gray,25.96539961
800,Petrol,3,Hyundai,Automatic,Blue,16.80913547
1000,Diesel,5,Nissan,Automatic,Black,14.42840117
1200,Electric,3,Ford,Manual,Gray,20.18714127
5000,Diesel,4,Tesla,Manual,White,12.61051644
2500,Electric,2,Hyundai,Automatic,Black,18.38004271
2500,Electric,2,Chevrolet,Automatic,White,22.1835902
5000,Petrol,4,Toyota,Automatic,Red,14.48424663
4000,Electric,3,Chevrolet,Automatic,Red,19.90264318
1500,Petrol,4,Chevrolet,Manual,White,26.83704813
3000,Diesel,2,Tesla,Manual,White,20.68962005
1800,Diesel,4,Volkswagen,Manual,White,13.90973329
1000,Electric,2,Honda,Automatic,Gray,12.35327892
1200,Diesel,2,Tesla,Automatic,Blue,14.06261711
5000,Diesel,1,BMW,Automatic,Black,16.49117389
5000,Diesel,2,Ford,Manual,Black,15.95466439
1000,Petrol,1,Ford,Automatic,Red,17.74646097
3000,Diesel,3,Honda,Manual,Silver,20.08991806
1200,Petrol,2,Hyundai,Automatic,Red,19.85032684
1500,Petrol,4,Chevrolet,Manual,Blue,12.34971223
2000,Electric,1,Nissan,Manual,Blue,20.71659076
1000,Electric,2,Honda,Manual,Black,14.1984775
4000,Diesel,4,Ford,Automatic,Black,16.63874603
4000,Petrol,3,BMW,Manual,Gray,14.95252548
4000,Diesel,1,Toyota,Manual,Red,18.78047551
800,Petrol,3,BMW,Automatic,Blue,27.25384603
2500,Diesel,5,Nissan,Automatic,White,17.67311525
1500,Electric,5,Ford,Manual,White,20.33097495
3000,Electric,1,Chevrolet,Manual,Black,25.83221296
1500,Diesel,5,Kia,Automatic,Red,20.89236606
5000,Diesel,4,Hyundai,Manual,Gray,23.6438447
1800,Electric,2,BMW,Manual,Blue,13.38537448
1000,Petrol,4,Hyundai,Manual,Red,23.11502489
1200,Petrol,2,Tesla,Automatic,Gray,17.97666055
4000,Electric,2,Hyundai,Manual,Black,17.67760429
1000,Diesel,1,Nissan,Automatic,Blue,29.50949724
1200,Electric,5,Kia,Manual,White,21.77219477
5000,Petrol,4,Chevrolet,Automatic,White,33.07716857
1000,Diesel,4,Hyundai,Manual,Blue,15.85299899
2000,Diesel,4,Hyundai,Automatic,Red,19.40159767
2000,Electric,5,Nissan,Automatic,Black,20.45461401
2500,Diesel,3,Kia,Automatic,Red,10.92261213
2000,Electric,2,BMW,Automatic,Black,21.24576897
1200,Electric,3,Kia,Manual,White,14.88804226
3000,Electric,5,Nissan,Automatic,Black,23.93582967
1000,Diesel,3,Nissan,Automatic,White,17.69454318
5000,Petrol,3,Toyota,Manual,Gray,12.85967832
2500,Electric,2,Tesla,Manual,Black,17.8531594
1200,Petrol,1,Ford,Manual,Red,19.44726327
1000,Petrol,3,Chevrolet,Automatic,Silver,11.49933304
1000,Petrol,3,Toyota,Automatic,Black,15.70982629
2500,Electric,1,Tesla,Manual,Black,17.19112033
5000,Petrol,5,Toyota,Manual,Silver,22.54428361
2000,Diesel,4,Kia,Automatic,Blue,21.2036695
1800,Electric,1,Hyundai,Manual,Gray,14.87808739
5000,Diesel,1,Honda,Manual,White,17.07982148
1200,Electric,2,Toyota,Manual,Gray,18.1076853
1500,Electric,5,Hyundai,Manual,Black,17.05112578
5000,Electric,2,BMW,Automatic,Blue,16.49741175
800,Diesel,5,Ford,Automatic,Black,23.71500734
2000,Electric,3,Kia,Manual,Silver,22.90328282
5000,Electric,5,Nissan,Automatic,Blue,25.00321045
2000,Electric,2,Toyota,Manual,White,21.85201331
1000,Diesel,2,Volkswagen,Manual,Blue,10.99421312
800,Electric,4,Chevrolet,Manual,Black,21.15045527
2000,Diesel,5,Tesla,Manual,Silver,29.35883366
800,Electric,3,Tesla,Automatic,Silver,20.39927212
5000,Electric,2,Nissan,Automatic,Blue,20.52321064
2000,Electric,1,Ford,Manual,Black,16.97354347
4000,Petrol,5,Hyundai,Automatic,White,20.4954604
4000,Electric,4,Hyundai,Automatic,Blue,14.62465511
1800,Electric,1,Kia,Automatic,Silver,23.53150765
3000,Electric,2,Honda,Manual,Red,12.73125214
5000,Electric,1,Chevrolet,Manual,White,11.25115713
3000,Electric,1,Volkswagen,Manual,Black,19.51828193
2000,Electric,4,Kia,Manual,White,12.91114806
2000,Petrol,3,Chevrolet,Manual,Blue,17.23994959
4000,Electric,2,Tesla,Automatic,Silver,11.68363052
2000,Electric,2,Toyota,Automatic,Blue,15.29824892
1200,Petrol,3,Tesla,Manual,Black,16.0353537
1000,Petrol,2,Honda,Automatic,Silver,17.8452902
1200,Diesel,2,Ford,Automatic,White,7.77852856
800,Electric,5,Kia,Automatic,Gray,25.49881363
1800,Diesel,1,Toyota,Automatic,White,18.33683425
1800,Petrol,5,Hyundai,Automatic,Black,16.18303135
5000,Diesel,1,Ford,Manual,Black,18.04546482
4000,Diesel,4,Ford,Manual,White,13.96109926
3000,Diesel,3,Tesla,Automatic,Silver,20.1325502
2000,Petrol,3,Volkswagen,Automatic,Red,21.83017292
3000,Electric,4,BMW,Automatic,Red,20.87572368
3000,Petrol,5,Chevrolet,Manual,White,17.34061711
800,Diesel,5,Tesla,Automatic,Black,29.32491937
2000,Electric,1,BMW,Automatic,Silver,17.87998638
5000,Electric,4,Kia,Manual,Gray,12.67116357
1000,Diesel,3,Ford,Manual,Red,7.307104287
1000,Petrol,1,Hyundai,Manual,White,18.44432645
1000,Electric,3,Nissan,Manual,Blue,21.25397216
4000,Petrol,3,Kia,Manual,Silver,19.90731213
1200,Electric,3,Nissan,Automatic,Red,23.10952282
4000,Diesel,2,Nissan,Automatic,Blue,20.77681551
1200,Petrol,5,BMW,Manual,Black,18.67256478
2000,Diesel,2,Nissan,Manual,Red,19.31122329
1500,Electric,4,Tesla,Automatic,White,15.86999296
800,Diesel,5,Volkswagen,Automatic,Gray,20.4319814
1500,Diesel,1,Hyundai,Manual,Silver,14.11838121
1200,Petrol,3,Toyota,Automatic,Red,12.6034088
1800,Diesel,1,Toyota,Manual,Red,14.96756924
5000,Diesel,2,Volkswagen,Manual,White,19.62063112
1000,Diesel,1,BMW,Manual,White,20.99244712
2000,Petrol,2,Kia,Manual,Red,18.55113201
5000,Diesel,1,Nissan,Manual,Silver,19.40002459
1800,Electric,4,Nissan,Manual,Black,12.09108416
5000,Diesel,2,Kia,Automatic,Black,14.65946005
1000,Diesel,1,Kia,Automatic,Gray,19.59565188
800,Electric,4,Tesla,Manual,White,26.253343
3000,Electric,3,Kia,Manual,Silver,28.29418565
1200,Petrol,1,Hyundai,Manual,Black,20.27162363
5000,Petrol,1,Honda,Automatic,Red,6.827594224
1500,Petrol,3,Tesla,Manual,Red,18.0580363
1000,Petrol,3,Nissan,Manual,Red,14.33356617
1800,Electric,5,Hyundai,Automatic,Black,24.86963554
1200,Diesel,3,Chevrolet,Automatic,Red,17.07835978
1200,Diesel,5,Volkswagen,Manual,Silver,18.4695699
2000,Diesel,4,Honda,Manual,Blue,13.28189005
5000,Diesel,4,Kia,Manual,Gray,14.85920503
3000,Electric,5,BMW,Automatic,Red,14.09892679
1200,Electric,2,Volkswagen,Manual,Blue,9.956411677
3000,Electric,1,Volkswagen,Manual,White,22.47956237
4000,Petrol,2,Honda,Automatic,Silver,19.45113681
3000,Diesel,1,Nissan,Automatic,Red,11.72940483
4000,Petrol,3,Chevrolet,Manual,Gray,23.7274182
1000,Petrol,2,Toyota,Manual,Black,24.85180582
1000,Petrol,2,Hyundai,Automatic,Blue,21.82499412
2500,Petrol,2,Hyundai,Manual,Blue,22.33821571
2500,Diesel,1,Hyundai,Manual,Black,14.85788566
1800,Electric,4,Toyota,Automatic,White,15.08447522
800,Electric,3,BMW,Manual,White,17.96397666
4000,Diesel,4,Volkswagen,Manual,White,20.0329474
3000,Diesel,4,Honda,Manual,Silver,24.782706
800,Diesel,2,Kia,Manual,Gray,17.05621444
1800,Electric,5,Kia,Manual,Red,21.22070744
4000,Diesel,4,Ford,Manual,Blue,17.39191847
1000,Diesel,2,Volkswagen,Manual,White,9.612961823
4000,Diesel,3,Tesla,Manual,Red,18.48399355
2000,Diesel,2,BMW,Manual,Silver,10.67698996
3000,Diesel,1,BMW,Manual,White,10.11989226
5000,Petrol,3,Toyota,Automatic,Gray,17.19730665
1000,Electric,3,BMW,Automatic,White,15.84589755
1200,Petrol,3,Kia,Automatic,Gray,20.46297596
1500,Petrol,1,Hyundai,Manual,Silver,21.70927241
4000,Petrol,2,Ford,Automatic,Gray,12.63326892
1000,Electric,5,Volkswagen,Manual,Silver,17.89607784
1000,Diesel,3,Toyota,Manual,Gray,14.99512253
1800,Diesel,5,Toyota,Manual,Silver,14.95113319
4000,Diesel,5,Hyundai,Automatic,Black,14.97403554
4000,Diesel,3,BMW,Manual,White,23.50705325
3000,Diesel,5,BMW,Manual,Silver,16.6332116
1800,Diesel,1,Toyota,Automatic,Black,19.40103073
2000,Petrol,3,Tesla,Manual,Silver,14.34454056
2500,Diesel,1,Chevrolet,Automatic,Blue,23.41048943
3000,Diesel,1,Chevrolet,Manual,White,4.421672617
800,Petrol,2,Nissan,Automatic,Gray,25.83087181
1800,Petrol,5,Hyundai,Automatic,Black,18.49793918
1500,Petrol,4,Hyundai,Automatic,Silver,26.6270232
1500,Diesel,5,BMW,Automatic,White,25.5076106
800,Petrol,5,Ford,Automatic,Blue,17.48054156
4000,Petrol,5,Honda,Automatic,Blue,16.42632481
5000,Electric,5,Chevrolet,Manual,Red,17.97239511
800,Diesel,4,Volkswagen,Manual,White,21.82321969
1800,Diesel,3,Hyundai,Manual,Gray,26.48836501
5000,Electric,2,Tesla,Automatic,White,17.63993807
4000,Electric,5,Hyundai,Automatic,Silver,13.15550071
800,Electric,4,Honda,Manual,Silver,15.99980876
3000,Diesel,5,Honda,Manual,Black,9.775944422
2500,Diesel,5,BMW,Automatic,Black,23.11113278
1500,Diesel,5,BMW,Manual,White,24.04595008
1800,Petrol,3,Ford,Automatic,Red,15.99345933
1200,Petrol,2,Toyota,Manual,Silver,13.36002351
1000,Diesel,2,Nissan,Automatic,Silver,14.62487028
1500,Diesel,4,Toyota,Automatic,Blue,19.05316755
3000,Electric,3,BMW,Automatic,Gray,24.3557391
1200,Petrol,5,BMW,Automatic,Silver,18.64884939
2500,Electric,3,Volkswagen,Automatic,Gray,22.51579777
1500,Electric,3,Nissan,Automatic,Gray,22.23359409
1800,Diesel,1,Kia,Manual,Red,25.00392725
1000,Electric,2,Kia,Manual,Red,13.27678487
1500,Electric,1,BMW,Manual,Blue,21.98760713
2500,Petrol,5,Tesla,Manual,Red,20.76538368
1800,Electric,5,Tesla,Automatic,Black,18.32065437
800,Diesel,4,Hyundai,Automatic,Gray,22.66379457
1800,Diesel,2,BMW,Automatic,Red,18.06254983
1500,Diesel,2,BMW,Automatic,Red,15.15815042
1200,Petrol,3,BMW,Automatic,Black,11.42697455
1500,Electric,4,Toyota,Automatic,Silver,19.7653408
2500,Diesel,5,Toyota,Automatic,White,20.76468477
1800,Diesel,2,Chevrolet,Automatic,Black,14.89301405
4000,Diesel,5,Honda,Automatic,Silver,18.66768547
800,Diesel,1,BMW,Manual,Blue,25.21116382
4000,Petrol,1,Kia,Automatic,Red,7.912437902
3000,Diesel,3,Kia,Manual,White,17.34141205
5000,Diesel,4,Toyota,Automatic,Red,15.30489782
1800,Diesel,1,Chevrolet,Manual,White,11.43203014
2000,Diesel,2,Ford,Manual,Red,20.51860386
3000,Diesel,4,Tesla,Automatic,Gray,20.36946538
1000,Petrol,1,Kia,Automatic,Black,20.55518404
5000,Electric,3,Volkswagen,Automatic,Red,18.20419804
1000,Electric,2,Kia,Automatic,White,17.57492896
2500,Diesel,1,Hyundai,Manual,White,16.34601809
800,Electric,5,Ford,Automatic,Black,18.27964836
1200,Diesel,2,Chevrolet,Manual,Gray,10.20762498
2000,Electric,2,BMW,Automatic,White,26.49321662
1800,Petrol,4,Chevrolet,Automatic,Silver,21.92120636
1800,Diesel,2,Ford,Automatic,Gray,19.94396977
1200,Electric,1,Volkswagen,Automatic,Blue,23.32393789
1500,Petrol,1,BMW,Automatic,Red,26.39054599
4000,Petrol,1,Hyundai,Automatic,Gray,9.280565712
1500,Diesel,2,Kia,Automatic,Blue,17.18661461
1000,Petrol,2,Nissan,Automatic,White,16.94218104
800,Diesel,5,Honda,Automatic,Silver,17.45391473
2500,Electric,3,Honda,Manual,Blue,11.07727664
1000,Diesel,3,Honda,Manual,Blue,22.27915054
1000,Electric,2,Hyundai,Manual,Red,4.923231626
800,Petrol,2,Hyundai,Automatic,Silver,8.427539253
2500,Diesel,5,Ford,Automatic,Black,22.13683881
2500,Diesel,2,Kia,Automatic,Gray,27.60043926
1500,Diesel,1,Toyota,Automatic,Blue,14.70667346
2500,Petrol,4,Hyundai,Automatic,Silver,10.70625681
2500,Petrol,3,Volkswagen,Automatic,Silver,22.09125537
1000,Petrol,4,Toyota,Automatic,Blue,14.92474422
1800,Diesel,5,Kia,Automatic,Gray,11.04355651
5000,Petrol,4,Kia,Manual,Blue,12.98210031
4000,Petrol,3,Nissan,Automatic,Silver,22.90071837
